Gene	Symbol	Name	Annotation	Interpro_Pfam	GO
NVEC200_011490_1.1	GFI1B	Zinc finger protein Gfi-1b	Zinc finger protein Gfi-1b (Gallus gallus OX%3D9031)	"InterPro:IPR013087,Pfam:PF00096,Pfam:PF13912"	
NVEC200_011491_1.1	CTRC	Chymotrypsinogen B	Chymotrypsin-C (Bos taurus OX%3D9913)	"InterPro:IPR001254,Pfam:PF00089"	"GO:0004252,GO:0006508"
NVEC200_011492_1.1		Peptidase S1 domain-containing protein	Similar to Chymotrypsinogen A (Bos taurus OX%3D9913)	"InterPro:IPR001254,InterPro:IPR003582,Pfam:PF00089,Pfam:PF01549"	"GO:0004252,GO:0006508"
NVEC200_011493_1.1	wif1	Wnt inhibitory factor 1 (Xenopus laevis OX%3D8355)	Wnt inhibitory factor 1 (Xenopus laevis OX%3D8355)	"InterPro:IPR003306,InterPro:IPR018933,Pfam:PF01759,Pfam:PF02019"	
NVEC200_011494_1.1	Traf3	TNF receptor-associated factor	TNF receptor-associated factor 3 (Mus musculus OX%3D10090)		
NVEC200_011495_1.1	pol	Retrovirus-related Pol polyprotein from transposon 17.6 (Drosophila melanogaster OX%3D7227)	Retrovirus-related Pol polyprotein from transposon 17.6 (Drosophila melanogaster OX%3D7227)	"InterPro:IPR000477,InterPro:IPR001584,InterPro:IPR041577,InterPro:IPR041588,Pfam:PF00078,Pfam:PF00665,Pfam:PF17919,Pfam:PF17921"	GO:0015074
NVEC200_011496_1.1	Traf3	TNF receptor-associated factor 3	TNF receptor-associated factor 3 (Mus musculus OX%3D10090)	"InterPro:IPR001293,InterPro:IPR018957,Pfam:PF00097,Pfam:PF02176"	"GO:0008270,GO:0046872"
NVEC200_011497_1.1	PMPCA	Mitochondrial-processing peptidase subunit alpha	Mitochondrial-processing peptidase subunit alpha (Pongo abelii OX%3D9601)	"InterPro:IPR007863,InterPro:IPR011765,Pfam:PF00675,Pfam:PF05193"	
NVEC200_011498_1.1		NVEC200_011498_1.1	Abhydrolase domain-containing protein 16A		
NVEC200_011499_1.1	v1g244155	Zinc finger CCCH-type with G patch domain-containing protein	Zinc finger CCCH-type with G patch domain-containing protein (Nematostella vectensis OX%3D45351)	"InterPro:IPR000467,Pfam:PF01585"	GO:0003676
NVEC200_011500_1.1	TNeu084h20.1	UPF0428 protein CXorf56 homolog	UPF0428 protein CXorf56 homolog (Xenopus tropicalis OX%3D8364)		
NVEC200_011501_1.1		NVEC200_011501_1.1	F-box domain-containing protein	"InterPro:IPR001810,Pfam:PF12937"	GO:0005515
NVEC200_011502_1.1	DOK1	Docking protein 3	Docking protein 1 (Homo sapiens OX%3D9606)	"InterPro:IPR001849,InterPro:IPR002404,Pfam:PF00169,Pfam:PF02174"	
NVEC200_011503_1.1	TkR99D	G_PROTEIN_RECEP_F1_2 domain-containing protein	Tachykinin-like peptides receptor 99D (Drosophila melanogaster OX%3D7227)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_011504_1.1	Poli	DNA polymerase iota	DNA polymerase iota (Mus musculus OX%3D10090)	"InterPro:IPR001126,InterPro:IPR017961,Pfam:PF00817,Pfam:PF11799"	"GO:0003684,GO:0006281"
NVEC200_011505_1.1		NVEC200_011505_1.1	Fibrinogen C-terminal domain-containing protein	"InterPro:IPR003609,Pfam:PF00024"	
NVEC200_011506_1.1		NVEC200_011506_1.1	Fibrinogen C-terminal domain-containing protein	"InterPro:IPR003609,Pfam:PF00024"	
NVEC200_011507_1.1		NVEC200_011507_1.1	Zinc finger mym-type protein 2-like		
NVEC200_011508_1.1	acsf2	"acyl-CoA synthetase family member 2,mitochondrial-like"	Medium-chain acyl-CoA ligase ACSF2%2C mitochondrial (Danio rerio OX%3D7955)	"InterPro:IPR000873,InterPro:IPR025110,Pfam:PF00501,Pfam:PF13193"	GO:0003824
NVEC200_011509_1.1		NVEC200_011509_1.1	SWIM-type domain-containing protein		
NVEC200_011510_1.1		NVEC200_011510_1.1	Fibrinogen C-terminal domain-containing protein	"InterPro:IPR003609,Pfam:PF00024"	
NVEC200_011511_1.1		NVEC200_011511_1.1	Unknown protein		
NVEC200_011512_1.1		NVEC200_011512_1.1	Peptidyl-prolyl cis-trans isomerase		
NVEC200_011513_1.1	Gnl1	Guanine nucleotide-binding protein-like 1	Guanine nucleotide-binding protein-like 1 (Mus musculus OX%3D10090)	"InterPro:IPR006073,Pfam:PF01926"	GO:0005525
NVEC200_011514_1.1		NVEC200_011514_1.1	LOW QUALITY PROTEIN: uncharacterized protein LOC106150494	"InterPro:IPR012444,Pfam:PF07801"	
NVEC200_011515_1.1		NVEC200_011515_1.1	CULLIN_2 domain-containing protein		
NVEC200_011516_1.1	Tpst1	Protein-tyrosine sulfotransferase	Protein-tyrosine sulfotransferase 1 (Rattus norvegicus OX%3D10116)	Pfam:PF13469	
NVEC200_011517_1.1	SAPCD2	Suppressor APC domain-containing protein 2	Suppressor APC domain-containing protein 2 (Homo sapiens OX%3D9606)	Pfam:PF11414	
NVEC200_011518_1.1	GTF2H4	General transcription factor IIH subunit 4	General transcription factor IIH subunit 4 (Pan troglodytes OX%3D9598)	"InterPro:IPR004598,InterPro:IPR040662,Pfam:PF03849,Pfam:PF18307"	"GO:0000439,GO:0001671,GO:0006289"
NVEC200_011519_1.1	ADORA2A	Histamine H2 receptor	Adenosine receptor A2a (Canis lupus familiaris OX%3D9615)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_011520_1.1	ABCA2	ATP-binding cassette sub-family A member 2	ATP-binding cassette sub-family A member 2 (Homo sapiens OX%3D9606)	"InterPro:IPR003439,Pfam:PF00005,Pfam:PF12698"	"GO:0005524,GO:0016887"
NVEC200_011521_1.1	Vars1	Valine--tRNA ligase	Valine--tRNA ligase (Rattus norvegicus OX%3D10116)	"InterPro:IPR002300,InterPro:IPR013155,Pfam:PF00133,Pfam:PF08264"	"GO:0000166,GO:0004812,GO:0005524,GO:0006418"
NVEC200_011522_1.1	hnmt-a	Histamine N-methyltransferase	Histamine N-methyltransferase A (Xenopus laevis OX%3D8355)		
NVEC200_011523_1.1		NVEC200_011523_1.1			
NVEC200_011524_1.1	pol	Integrase catalytic domain-containing protein	Pro-Pol polyprotein (Feline foamy virus OX%3D53182)	"InterPro:IPR001584,InterPro:IPR008042,InterPro:IPR040676,InterPro:IPR041588,Pfam:PF00665,Pfam:PF05380,Pfam:PF17921,Pfam:PF18701"	GO:0015074
NVEC200_011525_1.1		NVEC200_011525_1.1	Reverse transcriptase domain-containing protein		
NVEC200_011526_1.1	PTGES2	Prostaglandin E synthase 2	Prostaglandin E synthase 2 (Homo sapiens OX%3D9606)	"InterPro:IPR002109,Pfam:PF00462"	"GO:0009055,GO:0015035"
NVEC200_011527_1.1	Pnpla7	Patatin-like phospholipase domain containing 6	Patatin-like phospholipase domain-containing protein 7 (Rattus norvegicus OX%3D10116)	"InterPro:IPR000595,InterPro:IPR002641,Pfam:PF00027,Pfam:PF01734"	GO:0006629
NVEC200_011528_1.1		NVEC200_011528_1.1	Unknown protein		
NVEC200_011529_1.1		NVEC200_011529_1.1	GFA family protein	"InterPro:IPR006913,Pfam:PF04828"	GO:0016846
NVEC200_011530_1.1	jockey\pol	Endonuclease/reverse transcriptase	RNA-directed DNA polymerase from mobile element jockey (Drosophila funebris OX%3D7221)	"InterPro:IPR000477,InterPro:IPR005135,Pfam:PF00078,Pfam:PF14529"	
NVEC200_011531_1.1	pi4kb	Phosphatidylinositol 4-kinase beta	Phosphatidylinositol 4-kinase beta (Danio rerio OX%3D7955)	"InterPro:IPR000403,Pfam:PF00454"	
NVEC200_011532_1.1	ivns1abpa	BTB domain-containing protein	Influenza virus NS1A-binding protein homolog A (Danio rerio OX%3D7955)	"InterPro:IPR000210,InterPro:IPR006652,InterPro:IPR011705,Pfam:PF00651,Pfam:PF01344,Pfam:PF07707"	GO:0005515
NVEC200_011533_1.1	Uchl5	Ubiquitin carboxyl-terminal hydrolase	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (Mus musculus OX%3D10090)	"InterPro:IPR001578,InterPro:IPR041507,Pfam:PF01088,Pfam:PF18031"	"GO:0004843,GO:0006511"
NVEC200_011534_1.1	RABGGTB	Geranylgeranyl transferase type-2 subunit beta	Geranylgeranyl transferase type-2 subunit beta (Homo sapiens OX%3D9606)	"InterPro:IPR001330,Pfam:PF00432"	GO:0003824
NVEC200_011535_1.1	PAPPA	Zinc finger protein 385A	Pappalysin-1 (Homo sapiens OX%3D9606)	"InterPro:IPR000436,InterPro:IPR000800,InterPro:IPR008754,Pfam:PF00066,Pfam:PF00084,Pfam:PF05572,Pfam:PF13385"	
NVEC200_011536_1.1	EVI5	Rab-GAP TBC domain-containing protein	Ecotropic viral integration site 5 protein homolog (Homo sapiens OX%3D9606)	"InterPro:IPR000195,Pfam:PF00566"	
NVEC200_011537_1.1	PHPT1	14 kDa phosphohistidine phosphatase	14 kDa phosphohistidine phosphatase (Sus scrofa OX%3D9823)	"InterPro:IPR007702,Pfam:PF05005"	
NVEC200_011538_1.1	Gbp2	GB1/RHD3-type G domain-containing protein	Guanylate-binding protein 2 (Mus musculus OX%3D10090)	"InterPro:IPR015894,Pfam:PF02263"	"GO:0003924,GO:0005525"
NVEC200_011539_1.1	NEK7	serine/threonine-protein kinase Nek7	Serine/threonine-protein kinase Nek7 (Homo sapiens OX%3D9606)	"InterPro:IPR000719,Pfam:PF00069"	"GO:0004672,GO:0005524,GO:0006468"
NVEC200_011540_1.1	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2	Deoxynucleotidyltransferase terminal-interacting protein 2 (Homo sapiens OX%3D9606)	"InterPro:IPR014810,Pfam:PF08698"	
NVEC200_011541_1.1	tbx5a	T-box transcription factor T homolog	T-box transcription factor TBX5-A (Danio rerio OX%3D7955)	"InterPro:IPR001699,Pfam:PF00907"	"GO:0003700,GO:0005634,GO:0006355"
NVEC200_011542_1.1	TFB2M	rRNA adenine N(6)-methyltransferase	Dimethyladenosine transferase 2%2C mitochondrial (Bos taurus OX%3D9913)	"InterPro:IPR001737,Pfam:PF00398"	
NVEC200_011543_1.1	ATG5	Autophagy protein 5	Autophagy protein 5 (Bos taurus OX%3D9913)	"InterPro:IPR007239,Pfam:PF04106"	"GO:0005737,GO:0006914"
NVEC200_011544_1.1	Dhps	deoxyhypusine synthase	Deoxyhypusine synthase (Rattus norvegicus OX%3D10116)	"InterPro:IPR002773,Pfam:PF01916"	GO:0008612
NVEC200_011545_1.1	v1g191789	"Ubiquinone biosynthesis protein COQ4 homolog,mitochondrial"	Ubiquinone biosynthesis protein COQ4 homolog%2C mitochondrial (Nematostella vectensis OX%3D45351)	"InterPro:IPR007715,Pfam:PF05019"	GO:0006744
NVEC200_011546_1.1	Psmb1	Proteasome subunit beta	Proteasome subunit beta type-1 (Mus musculus OX%3D10090)	"InterPro:IPR001353,Pfam:PF00227"	"GO:0005839,GO:0051603"
NVEC200_011547_1.1	EDF1	Endothelial differentiation-related factor 1-like	Endothelial differentiation-related factor 1 (Homo sapiens OX%3D9606)	"InterPro:IPR001387,InterPro:IPR013729,Pfam:PF01381,Pfam:PF08523"	
NVEC200_011548_1.1	warA	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1	Homeobox protein Wariai (Dictyostelium discoideum OX%3D44689)	Pfam:PF13637	
NVEC200_011549_1.1	Zmynd19	Zinc finger MYND domain-containing protein	Zinc finger MYND domain-containing protein 19 (Rattus norvegicus OX%3D10116)	"InterPro:IPR003615,Pfam:PF13392"	
NVEC200_011550_1.1	MJ0531	Universal stress protein A-like protein	Universal stress protein MJ0531 (Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX%3D243232)	"InterPro:IPR006016,Pfam:PF00582"	
NVEC200_011551_1.1	At3g01520	Universal stress protein A-like protein	Universal stress protein A-like protein (Arabidopsis thaliana OX%3D3702)	"InterPro:IPR006016,Pfam:PF00582"	
NVEC200_011552_1.1	crb	Crumbs cell polarity complex component 1	Protein crumbs (Drosophila melanogaster OX%3D7227)	"InterPro:IPR000742,InterPro:IPR001791,InterPro:IPR001881,InterPro:IPR013032,Pfam:PF00008,Pfam:PF02210,Pfam:PF07645,Pfam:PF12661"	GO:0005509
NVEC200_011553_1.1	EGF1	Cadherin EGF LAG seven-pass G-type receptor 3	Fibropellin-1 (Strongylocentrotus purpuratus OX%3D7668)	"InterPro:IPR000742,InterPro:IPR001881,InterPro:IPR013032,Pfam:PF00008,Pfam:PF07645,Pfam:PF12661"	GO:0005509
NVEC200_011554_1.1	EGF1	Pre-mRNA-splicing factor SYF1	Fibropellin-1 (Strongylocentrotus purpuratus OX%3D7668)	"InterPro:IPR000742,InterPro:IPR001791,InterPro:IPR001881,Pfam:PF00008,Pfam:PF02210,Pfam:PF07645"	GO:0005509
NVEC200_011555_1.1	spns1	MFS domain-containing protein	Protein spinster homolog 1 (Danio rerio OX%3D7955)	"InterPro:IPR011701,Pfam:PF07690"	"GO:0022857,GO:0055085"
NVEC200_011556_1.1	GABRB1	Gamma-aminobutyric acid receptor subunit beta-1	Gamma-aminobutyric acid receptor subunit beta-1 (Bos taurus OX%3D9913)	"InterPro:IPR006029,InterPro:IPR006202,Pfam:PF02931,Pfam:PF02932"	"GO:0005230,GO:0006811,GO:0016021"
NVEC200_011557_1.1	SNAPIN	SNARE-associated protein Snapin	SNARE-associated protein Snapin (Homo sapiens OX%3D9606)	"InterPro:IPR028119,Pfam:PF14712"	
NVEC200_011558_1.1	CG12262	"Medium-chain specific acyl-CoA dehydrogenase,mitochondrial"	Probable medium-chain specific acyl-CoA dehydrogenase%2C mitochondrial (Drosophila melanogaster OX%3D7227)	"InterPro:IPR006091,InterPro:IPR009075,InterPro:IPR013786,Pfam:PF00441,Pfam:PF02770,Pfam:PF02771"	"GO:0016627,GO:0050660,GO:0055114"
NVEC200_011559_1.1	nudt19	Nudix (nucleoside diphosphate linked moiety X)-type motif 19	Nucleoside diphosphate-linked moiety X motif 19 (Xenopus laevis OX%3D8355)		
NVEC200_011560_1.1	CNTRL	Centriolin (Homo sapiens OX%3D9606)	Centriolin (Homo sapiens OX%3D9606)	Pfam:PF14580	
NVEC200_011561_1.1		NVEC200_011561_1.1	Centriolin		
NVEC200_011562_1.1	Mrps33	"28S ribosomal protein S33,mitochondrial"	28S ribosomal protein S33%2C mitochondrial (Mus musculus OX%3D10090)	"InterPro:IPR013219,Pfam:PF08293"	
NVEC200_011563_1.1	XPNPEP3	Xaa-Pro aminopeptidase 3	Xaa-Pro aminopeptidase 3 (Homo sapiens OX%3D9606)	"InterPro:IPR000994,InterPro:IPR007865,Pfam:PF00557,Pfam:PF05195"	"GO:0030145,GO:0070006"
NVEC200_011564_1.1	crb	Crumbs cell polarity complex component 1	Protein crumbs (Drosophila melanogaster OX%3D7227)	"InterPro:IPR000742,InterPro:IPR001791,InterPro:IPR013032,Pfam:PF00008,Pfam:PF00054,Pfam:PF02210,Pfam:PF12661"	
NVEC200_011565_1.1		NVEC200_011565_1.1	Angiopoietin-4	"InterPro:IPR000742,InterPro:IPR002181,InterPro:IPR003609,Pfam:PF00008,Pfam:PF00024,Pfam:PF00147"	
NVEC200_011566_1.1	Cubn	Cubilin (intrinsic factor-cobalamin receptor)	Cubilin homolog (Drosophila melanogaster OX%3D7227)	"InterPro:IPR000859,InterPro:IPR001791,Pfam:PF00431,Pfam:PF02210"	
NVEC200_011567_1.1	Tll1	Tolloid-like protein 1 (Mus musculus OX%3D10090)	Tolloid-like protein 1 (Mus musculus OX%3D10090)	"InterPro:IPR000859,InterPro:IPR001791,Pfam:PF00431,Pfam:PF02210"	
NVEC200_011568_1.1	Ush2a	Neuronal cell adhesion molecule	Usherin (Rattus norvegicus OX%3D10116)	"InterPro:IPR003961,Pfam:PF00041"	GO:0005515
NVEC200_011569_1.1	Psmb7	Proteasome subunit beta	Proteasome subunit beta type-7 (Mus musculus OX%3D10090)	"InterPro:IPR001353,InterPro:IPR024689,Pfam:PF00227,Pfam:PF12465"	"GO:0005839,GO:0051603"
NVEC200_011570_1.1	C05D11.1	Zn dependent peptidase	Uncharacterized protein C05D11.1 (Caenorhabditis elegans OX%3D6239)	"InterPro:IPR007863,InterPro:IPR011765,Pfam:PF00675,Pfam:PF05193"	
NVEC200_011571_1.1	kyat3	Kynurenine--oxoglutarate transaminase 3	Kynurenine--oxoglutarate transaminase 3 (Danio rerio OX%3D7955)	"InterPro:IPR004839,Pfam:PF00155"	"GO:0009058,GO:0030170"
NVEC200_011572_1.1		Sodium/hydrogen exchanger	Similar to Na(+)/H(+) exchanger beta (Oncorhynchus mykiss OX%3D8022)	"InterPro:IPR006153,Pfam:PF00999"	"GO:0006812,GO:0015299,GO:0016021,GO:0055085"
NVEC200_011573_1.1	GP2	Pancreatic secretory granule membrane major glycoprotein GP2	Pancreatic secretory granule membrane major glycoprotein GP2 (Canis lupus familiaris OX%3D9615)	"InterPro:IPR002889,Pfam:PF01822"	
NVEC200_011574_1.1	P4HTM	Transmembrane prolyl 4-hydroxylase	Transmembrane prolyl 4-hydroxylase (Homo sapiens OX%3D9606)	"InterPro:IPR005123,Pfam:PF13640"	"GO:0016491,GO:0055114"
NVEC200_011575_1.1	MORN1	Phosphatidylinositol 4-phosphate 5-kinase 2	MORN repeat-containing protein 1 (Homo sapiens OX%3D9606)	"InterPro:IPR003409,Pfam:PF02493"	
NVEC200_011576_1.1	Proser1	Proline and serine-rich protein 1	Proline and serine-rich protein 1 (Mus musculus OX%3D10090)	"InterPro:IPR028011,Pfam:PF14771"	
NVEC200_011577_1.1	RECQL5	ATP-dependent DNA helicase	ATP-dependent DNA helicase Q5 (Homo sapiens OX%3D9606)	"InterPro:IPR001650,InterPro:IPR011545,InterPro:IPR032284,Pfam:PF00270,Pfam:PF00271,Pfam:PF16124"	"GO:0003676,GO:0005524"
NVEC200_011578_1.1	Dop1R1	G_PROTEIN_RECEP_F1_2 domain-containing protein	Dopamine receptor 1 (Drosophila melanogaster OX%3D7227)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_011579_1.1	OA2B2	Adenosine receptor A2a	Octopamine receptor beta-2R (Chilo suppressalis OX%3D168631)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_011580_1.1	Plaa	Phospholipase A-2-activating protein	Phospholipase A-2-activating protein (Mus musculus OX%3D10090)	"InterPro:IPR001680,InterPro:IPR013535,InterPro:IPR015155,Pfam:PF00400,Pfam:PF08324,Pfam:PF09070"	GO:0005515
NVEC200_011581_1.1	TTLL11	Tubulin polyglutamylase TTLL11	Tubulin polyglutamylase TTLL11 (Homo sapiens OX%3D9606)	"InterPro:IPR004344,Pfam:PF03133"	GO:0006464
NVEC200_011582_1.1	lat-2	G-protein coupled receptor 126	Latrophilin-like protein LAT-2 (Caenorhabditis elegans OX%3D6239)	"InterPro:IPR000832,InterPro:IPR001212,Pfam:PF00002,Pfam:PF01033"	"GO:0004930,GO:0007186,GO:0016021"
NVEC200_011583_1.1		NVEC200_011583_1.1	Unknown protein		
NVEC200_011584_1.1	plpp6	phospholipid phosphatase 6-like	Phospholipid phosphatase 6 (Danio rerio OX%3D7955)	"InterPro:IPR000326,Pfam:PF01569"	
NVEC200_011585_1.1	marchf5	RING-CH-type domain-containing protein	E3 ubiquitin-protein ligase MARCHF5 (Danio rerio OX%3D7955)	"InterPro:IPR009457,InterPro:IPR011016,Pfam:PF06454,Pfam:PF12906"	GO:0008270
NVEC200_011586_1.1	CSMD3	CUB and Sushi multiple domains 3a	CUB and sushi domain-containing protein 3 (Homo sapiens OX%3D9606)	"InterPro:IPR000421,InterPro:IPR000436,Pfam:PF00084,Pfam:PF00754"	
NVEC200_011587_1.1	Prdm9	Histone-lysine N-methyltransferase PRDM9	Histone-lysine N-methyltransferase PRDM9 (Mus musculus OX%3D10090)	"InterPro:IPR001214,InterPro:IPR013087,Pfam:PF00096,Pfam:PF00856"	GO:0005515
NVEC200_011588_1.1	Svep1	CUB and sushi domain-containing protein 1	Sushi%2C von Willebrand factor type A%2C EGF and pentraxin domain-containing protein 1 (Mus musculus OX%3D10090)	"InterPro:IPR000436,Pfam:PF00084"	
NVEC200_011589_1.1	GARNL3	GTPase-activating Rap/Ran-GAP domain-like protein 3	GTPase-activating Rap/Ran-GAP domain-like protein 3 (Gallus gallus OX%3D9031)	"InterPro:IPR000331,InterPro:IPR001180,Pfam:PF00780,Pfam:PF02145"	"GO:0005096,GO:0051056"
NVEC200_011590_1.1	Lamb2	Laminin subunit gamma-1	Laminin subunit beta-2 (Mus musculus OX%3D10090)	"InterPro:IPR000034,InterPro:IPR002049,InterPro:IPR008211,Pfam:PF00052,Pfam:PF00053,Pfam:PF00055"	
NVEC200_011591_1.1	LAMB4	"Laminin,beta 2 (laminin S)"	Laminin subunit beta-4 (Homo sapiens OX%3D9606)	"InterPro:IPR000034,InterPro:IPR002049,InterPro:IPR008211,Pfam:PF00052,Pfam:PF00053,Pfam:PF00055"	
NVEC200_011592_1.1	LAMC1	Laminin subunit gamma-1	Laminin subunit gamma-1 (Homo sapiens OX%3D9606)	"InterPro:IPR000034,InterPro:IPR002049,Pfam:PF00052,Pfam:PF00053"	
NVEC200_011593_1.1	NPDC1	Neural proliferation differentiation and control protein 1	Neural proliferation differentiation and control protein 1 (Homo sapiens OX%3D9606)	"InterPro:IPR009635,Pfam:PF06809"	GO:0016021
NVEC200_011594_1.1	TBC1D13	TBC1 domain family member 13	TBC1 domain family member 13 (Homo sapiens OX%3D9606)	"InterPro:IPR000195,Pfam:PF00566"	
NVEC200_011595_1.1	MSI2	Heterogeneous nuclear ribonucleoprotein A3-like 1	RNA-binding protein Musashi homolog 2 (Homo sapiens OX%3D9606)	"InterPro:IPR000504,Pfam:PF00076"	GO:0003676
NVEC200_011596_1.1		NVEC200_011596_1.1	Low-density lipoprotein receptor-related protein 4		
NVEC200_011597_1.1	RNP1	Heterogeneous nuclear ribonucleoprotein A1-like 2	Heterogeneous nuclear ribonucleoprotein 1 (Arabidopsis thaliana OX%3D3702)	"InterPro:IPR000504,Pfam:PF00076"	GO:0003676
NVEC200_011598_1.1		NVEC200_011598_1.1	Unknown protein		
NVEC200_011599_1.1	Cog7	Conserved oligomeric Golgi complex subunit 7	Conserved oligomeric Golgi complex subunit 7 (Rattus norvegicus OX%3D10116)	"InterPro:IPR019335,Pfam:PF10191"	"GO:0006886,GO:0017119"
NVEC200_011600_1.1	Exosc2	Exosome complex component RRP4	Exosome complex component RRP4 (Mus musculus OX%3D10090)	"InterPro:IPR004088,InterPro:IPR025721,Pfam:PF14382,Pfam:PF15985"	GO:0003723
NVEC200_011601_1.1	Prdm12	PR domain zinc finger protein 12	PR domain zinc finger protein 12 (Mus musculus OX%3D10090)	"InterPro:IPR001214,InterPro:IPR013087,Pfam:PF00096,Pfam:PF00856"	GO:0005515
NVEC200_011602_1.1	Yeats2	YEATS domain-containing protein 2	YEATS domain-containing protein 2 (Mus musculus OX%3D10090)	"InterPro:IPR005033,Pfam:PF03366"	GO:0006355
NVEC200_011603_1.1	GOLGA1	GRIP domain-containing protein	Golgin subfamily A member 1 (Homo sapiens OX%3D9606)	"InterPro:IPR000237,Pfam:PF01465"	
NVEC200_011604_1.1	slc44a4	Choline transporter-like protein 2	Choline transporter-like protein 4 (Xenopus laevis OX%3D8355)	"InterPro:IPR007603,Pfam:PF04515"	
NVEC200_011605_1.1	cyp17a1	"Steroid 17-alpha-hydroxylase/17,20 lyase"	Steroid 17-alpha-hydroxylase/17%2C20 lyase (Oryzias latipes OX%3D8090)	"InterPro:IPR001128,Pfam:PF00067"	"GO:0005506,GO:0016705,GO:0020037,GO:0055114"
NVEC200_011606_1.1	NDUFA13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 (Bos taurus OX%3D9913)	"InterPro:IPR009346,Pfam:PF06212"	
NVEC200_011607_1.1	Acp7	Purple acid phosphatase	Acid phosphatase type 7 (Mus musculus OX%3D10090)	"InterPro:IPR004843,InterPro:IPR015914,InterPro:IPR025733,Pfam:PF00149,Pfam:PF14008,Pfam:PF16656"	"GO:0003993,GO:0016787,GO:0046872"
NVEC200_011608_1.1		NVEC200_011608_1.1	Pro-Pol polyprotein		
NVEC200_011609_1.1	wrn	Low-density lipoprotein receptor-related protein 6	Werner syndrome ATP-dependent helicase homolog (Xenopus laevis OX%3D8355)		
NVEC200_011610_1.1	Slob	Slowpoke-binding protein	Slowpoke-binding protein (Drosophila melanogaster OX%3D7227)	"InterPro:IPR003124,Pfam:PF02205"	GO:0003779
NVEC200_011611_1.1	TY3B-I	Retrovirus-related Pol polyprotein from transposon opus	Transposon Ty3-I Gag-Pol polyprotein (Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX%3D559292)	"InterPro:IPR001584,InterPro:IPR041577,InterPro:IPR041588,Pfam:PF00665,Pfam:PF17919,Pfam:PF17921"	GO:0015074
NVEC200_011612_1.1		NVEC200_011612_1.1	Unknown protein		
NVEC200_011613_1.1		NVEC200_011613_1.1	Unknown protein		
NVEC200_011614_1.1		NVEC200_011614_1.1			
NVEC200_011615_1.1		NVEC200_011615_1.1	Reverse transcriptase domain-containing protein		
NVEC200_011616_1.1	RYa-R	Neuropeptide FF receptor 2	RYamide receptor (Drosophila melanogaster OX%3D7227)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
